id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
898685,3 blocks from the St. Charles streetcar!,4796527,Jackson,,Central City,29.93694,-90.08212,Entire home/apt,114,1,548,2024-02-26,4.08,3,23,51,"22-RSTR-15749, 22-OSTR-17167"
19091,Fully Furnished Cozy Apartment,72880,John,,Leonidas,29.961,-90.1195,Entire home/apt,71,1,503,2023-11-06,2.97,1,0,7,"22-RSTR-14107, 22-OSTR-14105"
71624,Ravenwood Manor (Historic Bywater),367223,Susan,,Bywater,29.96153,-90.04364,Entire home/apt,150,3,299,2024-03-10,1.88,1,302,17,"21-RSTR-18609, 22-OSTR-20720"
74498,Maison Marais 1: Large Local Living,391462,Georgia,,St. Roch,29.96986,-90.05172,Entire home/apt,99,3,613,2024-02-17,3.87,3,200,38,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
79536,FeelAtHomeInNewOrleans-PrivateApt,428362,Miriam,,Seventh Ward,29.97803,-90.0745,Entire home/apt,93,4,710,2024-03-01,4.53,1,20,98,"21-RSTR-18550, 21-OSTR-18392"
79609,Moon Over Mazant - FIRST and FINEST in Bywater!,428909,Stephen,,St. Claude,29.96448,-90.03667,Private room,122,3,493,2024-02-25,3.12,1,275,36,"23-ISTR-02823, 23-OSTR-02823"
80869,"Frenchmen House ""Red Room""",437783,Joanne,,Marigny,29.96811,-90.05905,Private room,80,1,923,2024-02-25,5.84,2,94,49,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
84725,Historic UPTOWN NEW ORLEANS Resort,85132,Sanford,,Central City,29.93608,-90.07997,Private room,,30,5,2016-01-01,0.03,8,365,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
89173,Marginy BnoB by Frenchman!,486093,Virginia,,Marigny,29.96364,-90.0591,Entire home/apt,500,31,473,2024-01-01,3.04,2,245,12,"22-RSTR-04939, 21-OSTR-03993"
90806,Live Like a Local in Mid-City,485705,Tom,,Mid-City,29.97264,-90.09992,Entire home/apt,97,30,142,2023-06-29,0.94,1,308,1,
183207,"Frenchmen House ""Rose Room""",437783,Joanne,,Marigny,29.96811,-90.05905,Private room,80,1,866,2024-02-25,5.71,2,104,45,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
184478,Northside Bayou Quarters,884946,DJoseph,,Fillmore,30.01387,-90.08049,Private room,,30,2,2020-02-26,0.04,1,0,0,"19str-24335, 19-OSTR-1234"
204998,Hilaire Suite - 2 Bed 2.5 Bath near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.9678,-90.06675,Entire home/apt,95,30,207,2022-09-05,1.37,5,179,0,"19STR-26370, 19-OSTR-2637"
205008,Muse Suite- Near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.96719,-90.07033,Entire home/apt,100,30,290,2022-11-01,1.91,5,179,0,"19STR-26373, 19-OSTR-2637"
228560,Boheme de Marigny - Historic Creole Cottage,1192986,Dayna,,Marigny,29.96524,-90.05901,Entire home/apt,425,2,119,2024-02-14,1.13,3,64,11,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
240258,Maison Marais 2,391462,Georgia,,St. Roch,29.96929,-90.05172,Entire home/apt,98,3,581,2024-02-21,3.85,3,256,21,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
259868,AUTHENTIC NEW ORLEANS HOME!!!!!!!,1363780,Deborah,,Treme - Lafitte,29.97307,-90.07671,Entire home/apt,176,30,142,2024-01-02,0.96,3,252,9,"19STR-25266, 21-OSTR-25266"
277071,Historic Irish Channel Corner Grocery - Charming!,1447895,Penny,,Irish Channel,29.92078,-90.0849,Private room,120,3,206,2023-07-06,1.39,1,42,4,"22-RSTR-15053, 22-OSTR-15054"
314233,Historic pied-à-terre on Esplanade,1182408,Lauren,,Marigny,29.96611,-90.06146,Entire home/apt,175,30,80,2020-03-18,0.54,1,365,0,
317793,"Algiers Point, New Orleans LA - Funky NOLA Digs",1631225,Seran,,Whitney,29.94995,-90.04538,Entire home/apt,80,30,13,2023-03-13,0.09,1,364,1,
345394,Stylish Home Walking Distance to French Quarter Free Bikes,1751871,Betsey,,Bywater,29.96376,-90.04536,Entire home/apt,179,2,559,2024-02-20,3.83,1,103,31,"20-ISTR-10332, 20-OSTR-10332"
373034,Little Gem,1695097,Connie,,Marigny,29.96739,-90.05899,Entire home/apt,143,3,421,2024-02-14,2.89,1,91,15,"22-RSTR-13055, 22-OSTR-13054"
405209,Historic Tremé Creole Cottage 3 bed/3 bath (A),2019341,Historic Getaways,,Treme - Lafitte,29.965829849243164,-90.06376647949219,Entire home/apt,314,3,169,2024-02-25,1.54,32,0,25,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
406652,Near bustling Magazine St w/BIKES!,2026099,Conor,,St. Thomas Dev,29.92302,-90.07285,Entire home/apt,170,3,179,2024-01-02,1.25,1,232,8,"23STR-08837, 23-OSTR-08837"
425692,Quiet place in the Marigny,447521,Krekel,,Marigny,29.965171813964844,-90.0541000366211,Entire home/apt,116,2,205,2024-03-03,1.42,2,16,42,"22-RSTR-07363, 22-OSTR-13445"
425878,Bayou St. John Cottage!!,1919429,Kristin,,Bayou St. John,29.975841522216797,-90.0870361328125,Entire home/apt,125,1,45,2022-11-19,0.37,1,324,0,"21-RSTR-12129, 23-OSTR-02575"
441125,Uptown home w/room to spread out!,2191889,Chris,,Audubon,29.93357,-90.11427,Entire home/apt,541,30,34,2020-03-16,0.24,2,210,0,19STR-83914
446478,"30 day minimum, long term rental only",2216025,Gregory,,French Quarter,29.96254,-90.06653,Entire home/apt,150,30,224,2017-06-11,1.60,1,364,0,
458029,Oak Street Hangout...,2277128,Bonny And Paul,,Leonidas,29.94844,-90.13186,Entire home/apt,99,30,88,2018-04-26,0.63,1,236,0,
474197,Historic Home Close to Everything,115001499,Anisha,,Treme - Lafitte,29.96587,-90.07053,Entire home/apt,374,2,73,2024-02-14,0.51,2,326,13,"21-CSTR-08647, 21-OSTR-13290"
542247,Newly renovated & Priced for 6 guests less fees,2156820,J,,Broadmoor,29.94627,-90.10059,Entire home/apt,214,3,131,2024-02-25,0.94,5,0,9,"22-RSTR-12004, 22-OSTR-12012"
561833,Half of The Okra Inn: On Canal Streetcar Line,2707644,Lindsay,,Mid-City,29.97461,-90.09815,Entire home/apt,959,1,85,2024-02-26,0.62,14,31,23,"21-CSTR-08128, 20-OSTR-02677"
596410,"Gorgeous Home, Excellent Location",2948651,Jennifer,,Lower Garden District,29.93434,-90.07451,Entire home/apt,150,30,81,2023-11-11,0.60,1,120,3,
596455,Beautiful Bywater Bungalow (monthly+ rental),518748,Rachel,,Bywater,29.96491,-90.04403,Entire home/apt,95,30,47,2023-07-23,0.34,1,154,1,
648129,Beautiful Efficiency Apartment,2383859,Brian,,City Park,29.98282,-90.09417,Entire home/apt,89,30,117,2020-02-24,0.84,1,178,0,18STR-16510
665259,Quiet Stroll to the Quarter #1,1451330,Leron And Dennis,,St. Roch,29.97581,-90.05337,Private room,89,2,234,2024-02-18,1.68,2,170,7,"21-RSTR-05754, 20-OSTR-00520"
665334,Quiet Stroll to the Quarter #2,1451330,Leron And Dennis,,St. Roch,29.97673,-90.05316,Private room,89,2,307,2024-02-15,2.19,2,262,10,"21-RSTR-05754, 20-OSTR-00520"
684584,Ride the Streetcar to the French Quarter!,2176992,Erin,,Mid-City,29.96658,-90.09607,Private room,105,1,1031,2024-02-23,7.36,1,0,124,"20RSTR-33155, 20OSTR-33153"
701364,Sky Loft Bywater-Marigny - King Bed and Balcony,2671376,Ruby Dee,,St. Roch,29.97036,-90.05007,Entire home/apt,95,3,270,2024-03-04,1.96,1,0,19,"20STR-01981, 23-OSTR-17961"
705776,The Okra Inn Master: On Canal Streetcar Line,2707644,Lindsay,,Mid-City,29.97524,-90.10003,Private room,,30,217,2020-03-09,1.56,14,0,0,"21-CSTR-08128, 20-OSTR-02677"
705854,The Okra Inn's Balcony Room: On Canal Streetcar,2707644,Lindsay,,Mid-City,29.9754,-90.09804,Private room,,1,238,2023-10-25,1.71,14,0,3,"21-CSTR-08128, 20-OSTR-02677"
708852,studio unit 3 New Orleans,103427,Jacqueline M,,Lower Garden District,29.93396,-90.08066,Entire home/apt,257,30,0,,,2,89,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
718256,Rumahku De New Orleans,1340014,Susanna,,Fillmore,30.00784,-90.08124,Entire home/apt,120,2,375,2024-03-03,2.79,1,253,26,"21-RSTR-02047, 22-OSTR-20118"
742617,Cabaret Life: Spacious w/ wraparound balcony,3888377,Zalia,,Marigny,29.96577,-90.05811,Entire home/apt,306,3,282,2024-02-25,2.09,1,0,37,"22CSTR-00256, 22OSTR-00243"
755827,Stay by the river in the safe & historic Bywater,3978674,Carmen,,Bywater,29.96056,-90.03423,Entire home/apt,136,3,593,2024-02-26,4.29,1,103,41,"22-RSTR-00644, 23-OSTR-03706"
760661,"Comfortable, Affordable, Pool table & Location",2156820,J,,Broadmoor,29.94811,-90.09961,Entire home/apt,169,3,174,2024-02-19,1.29,5,88,10,"22-RSTR-12004, 22-OSTR-12012"
780112,Large Apt Bayou St John/City Park 3 miles to Dome,3233663,Julie,,Bayou St. John,29.97728,-90.08278,Entire home/apt,250,30,97,2022-04-22,0.72,1,89,0,
786938,Historic home near FQ-large groups/outdoor oasis,978875,Gianna,,Seventh Ward,29.97478,-90.07634,Entire home/apt,474,3,159,2024-02-26,1.18,1,0,14,"20STR-01939, 19-OSTR-00000"
790082,GUEST WING BY THE RIVER ~2 Q Bedrooms,4163388,N L,,Holy Cross,29.95852,-90.02569,Entire home/apt,85,30,99,2021-12-20,0.73,2,179,0,17STR-19404
812536,Downtown Views Garden District Private Apartment,4271460,Christian,,Central City,29.936163133517077,-90.08231127689163,Entire home/apt,,30,63,2023-04-24,0.47,4,47,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
812675,Luxe Garden District Balcony Views,4271460,Christian,,Central City,29.935006370033513,-90.08173553236517,Entire home/apt,,30,78,2023-05-14,0.57,4,47,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
829933,"King rm @ Huckabuck Village, Treme",3849334,Liberty,,Treme - Lafitte,29.96949,-90.07396,Private room,55,30,153,2024-03-02,1.12,1,148,5,"19RSTR-26556, 21-OSTR-08891"
845309,Fab Frenchmen Maison on the Park,4413148,Deborah,,Marigny,29.96609,-90.05718,Entire home/apt,475,30,171,2021-05-03,1.26,1,350,0,"19STR-08005, 20-OSTR-0809"
851999,Fab Apt with Perfect Park Porch,4448274,Carolee,,Leonidas,29.95565,-90.12383,Entire home/apt,132,31,112,2023-12-19,0.83,2,314,3,
854997,Historic Marigny Triangle Apartment,176809,Amy,,Marigny,29.96731,-90.05927,Entire home/apt,199,30,137,2023-04-16,1.01,1,152,1,
866070,NOLA house 3 blocks from streetcar,2488332,Caitlin,,East Carrollton,29.94795,-90.12494,Entire home/apt,50,30,79,2019-12-07,0.58,1,294,0,
872905,"City Park, Mid City, Safe area near Streetcar Stop",4606010,Monica,,City Park,29.98148,-90.09697,Entire home/apt,65,30,56,2021-11-05,0.42,1,249,0,
873413,"Parade Route, Mansion in the Garden District",4271460,Christian,,Central City,29.935006370033513,-90.08173553236517,Entire home/apt,542,2,77,2023-08-27,0.57,4,47,2,"17STR-10632, 19-OSTR-0000"
876987,Under the Oaks on Ursulines,4632532,Denise,,Bayou St. John,29.97567,-90.08295,Entire home/apt,95,30,109,2018-05-14,0.81,2,283,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
882473,Historic Apt in Magical Marigny,4669579,Mary,,Marigny,29.96712,-90.05075,Entire home/apt,125,30,207,2024-02-14,1.53,1,310,20,"19STR-00000, 19-OSTR-0000"
885010,private getaway near french quarter,4688828,Cleotis,,St. Claude,29.97043,-90.0476,Entire home/apt,,30,114,2017-07-02,0.84,1,0,0,
885246,HUGE Historic Warehouse District Condo,4690952,Ashley,,Central Business District,29.94499,-90.07222,Entire home/apt,457,30,9,2022-12-31,0.08,1,304,0,17STR-05155
890508,Magazine St. Charm - Safe Area,4728090,Roberto,,Uptown,29.9205,-90.10807,Entire home/apt,313,30,28,2019-05-27,0.23,1,336,0,"18STR-16423, 20-OSTR-02857"
891764,Retro Cottage near Bayou/ Jazz Fest,897324,Renee,,Fairgrounds,29.98209,-90.08431,Entire home/apt,62,30,77,2022-10-02,0.57,1,123,0,
892623,Sweetest Spot to Enjoy Our Vibrant Festival Season,2103275,NOLA Festivals,,Fairgrounds,29.97781,-90.07797,Entire home/apt,110,30,69,2017-06-05,0.55,1,343,0,
896343,#1 Beautiful 2-BR Suite Uptown/Audubon Riverside,4778949,Rob,,West Riverside,29.92048,-90.12346,Entire home/apt,199,2,41,2024-02-20,0.33,3,144,4,"19-STR-21874, 19-OSTR-29647"
896501,#2 Perfect 2BR Audubon Suite,4778949,Rob,,Audubon,29.92345,-90.12261,Entire home/apt,229,2,32,2023-05-21,0.25,3,270,1,"45STR-56877, 45-OSTR-5687"
896709,Modern Home Near French Quarter,4782391,Marc,,Treme - Lafitte,29.97258,-90.07539,Entire home/apt,278,30,50,2020-02-23,0.37,1,365,0,
898632,TulaneUniv/Pool-3 ppl + if family- No parties,4370699,Deborah,,Audubon,29.94574,-90.11839,Entire home/apt,240,1,86,2024-02-19,0.64,1,279,12,"21-RSTR-15107, 20-OSTR-01124"
1740021,LARGE I BEDROOM 1BATH IN DUPLEX,9161662,Jack,,Garden District,29.92974,-90.08386,Entire home/apt,122,30,9,2020-03-03,0.08,1,299,0,
1838738,French Quarter/Treme Creole Cottage,9614177,Wayne,,Treme - Lafitte,29.96609,-90.06506,Entire home/apt,220,2,253,2024-02-21,2.01,1,217,31,"19STR-23792, 20-OSTR-20611"
1936935,Bayou St. John Creole Shotgun,7607004,Lee,,Bayou St. John,29.97705,-90.0844,Entire home/apt,85,30,45,2022-07-29,0.36,1,351,0,"18STR-16786, 20-OSTR-0472"
1953034,Marigny Creole Cottage - Awesome Neighborhood -,2146138,Kathleen,,Marigny,29.96481,-90.05273,Entire home/apt,,30,289,2024-02-22,2.32,1,38,43,"19str-01118, 20-ostr-02561"
1960306,"14Studio2Hot Tub,Pet 12 blocks French quarter",4981655,Jim And Mikki,,St. Thomas Dev,29.93187,-90.07294,Entire home/apt,91,2,414,2024-02-26,3.31,5,305,50,"22cstr-09731, 20ostr-01286"
2032979,Balcony Suite on Royal Street Near French QTR #1,1405952,BalconyGuesthouse,,Marigny,29.96503,-90.05193,Private room,111,1,22,2023-08-04,0.18,14,266,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2041350,Historic Bywater Home for Rent,2339252,Allison,,Bywater,29.96104,-90.03756,Entire home/apt,339,2,90,2023-04-03,0.73,1,268,3,"23STR-23010, 23-OSTR-11111"
2055430,Bywater Beauty Guesthouse,5421186,Bettina,,Bywater,29.96682,-90.04688,Entire home/apt,118,2,439,2024-02-26,3.58,1,9,21,"22-RSTR-15200, 20-OSTR-00993"
2055656,Quiet Room Uptown/Garden District,861540,Haiyan,,Central City,29.9321,-90.08957,Private room,85,2,87,2024-02-12,0.71,2,136,1,"19STR-20770, 20-ostr-1201"
2055943,Cozy Retreat steps from St. Charles Avenue,861540,Haiyan,,Central City,29.93238,-90.08933,Private room,70,4,139,2024-02-23,1.13,2,108,9,"23-ISTR-12962, 23-OSTR-12479"
2065921,Boutique Suite on Royal Street Near French QTR #2,1405952,BalconyGuesthouse,,Marigny,29.96503,-90.05193,Private room,100,1,72,2024-01-03,1.78,14,0,21,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2082916,Super Clean! 5 Min Ferry to French Qtr! No Chores!,3018143,Angela,,Algiers Point,29.95227,-90.05279,Entire home/apt,140,1,196,2024-02-11,1.58,1,0,37,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2122794,Laid Back Charm 1  Bywater Marigny,4841202,Matilde,,Bywater,29.96476,-90.04524,Entire home/apt,38,30,56,2018-05-09,0.47,4,284,0,
2131627,Wonderful Queen Anne Victorian,9150936,Michael,,Lower Garden District,29.93412,-90.07079,Entire home/apt,76,30,123,2023-03-31,1.00,1,319,1,
2159266,BigEasyCondo 2(close to the action),5480237,Raymond,,Treme - Lafitte,29.96329,-90.0675,Entire home/apt,144,1,256,2024-02-25,2.10,4,261,10,"23STR-11239, 23OSTR-11239"
2170610,The Mazant: Renovated 1880s Bywater Mansion w/Pool,1410898,Jeff,,St. Claude,29.9635,-90.03526,Entire home/apt,1643,3,131,2024-02-04,1.52,1,244,5,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2177238,Balcony Boutique Suite on Royal Street #3,1405952,BalconyGuesthouse,,Marigny,29.96503,-90.05193,Private room,109,1,53,2024-03-07,0.46,14,293,22,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2177885,Cozy Suite on Royal Street near French Quarter #4,1405952,BalconyGuesthouse,,Marigny,29.96503,-90.05193,Private room,98,1,82,2024-03-07,0.72,14,266,22,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2177946,Boutique Suite on Royal Street #5,1405952,BalconyGuesthouse,,Marigny,29.96503,-90.05193,Private room,111,1,17,2022-10-11,0.15,14,301,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2177994,Royal Street Kitchenette Balcony Suite 6,1405952,BalconyGuesthouse,,Marigny,29.96503,-90.05193,Private room,112,1,32,2024-02-29,0.26,14,307,10,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2180692,Walk / Bike to French Quarter and Jazz Fest 1,3725969,April,,Treme - Lafitte,29.97029,-90.07163,Entire home/apt,104,2,572,2024-02-26,4.65,2,199,50,"22-rstr-11531, 22-ostr-11373"
2185863,Marigny Jewel - Home Away from Home (#137023),4778357,Ronald,,Marigny,29.96623,-90.05149,Entire home/apt,400,3,65,2023-12-31,0.54,2,206,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2189294,Funky 1/1 Loft Home in Irish Channel 30 %off Dec,10948438,Cathy,,Irish Channel,29.92281,-90.08621,Entire home/apt,85,30,40,2024-03-07,0.33,2,223,2,
2189313,"Irish Channel Gem, walk to Magazine, private yard",10948438,Cathy,,Irish Channel,29.92103,-90.08649,Entire home/apt,145,30,49,2024-01-11,0.41,2,272,5,
2192470,Private Room in Guest House,1832077,Brian,,Holy Cross,29.96099949771703,-90.02173438511514,Private room,56,2,125,2024-03-02,1.03,5,76,18,"20-RSTR-26702, 20-OSTR-26700"
2203775,Jane Milne Suite - 2 bed 2 bath near FQ,1006034,Gwendolyn,,Treme - Lafitte,29.96876,-90.06839,Entire home/apt,90,30,131,2017-11-14,1.08,5,179,0,
2203814,Watson Suite - Near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.96693,-90.06847,Entire home/apt,85,30,68,2017-10-30,0.56,5,365,0,
2226543,Historic Home|Heart of Mid-City| French Quarter,11362234,Isaac,,Tulane - Gravier,29.96304,-90.07953,Entire home/apt,254,1,208,2024-02-25,1.71,10,0,9,"22-CSTR-19616, 22-OSTR-10408"
2250080,Minutes to Anywhere in New Orleans,11491946,Meg,,Marlyville - Fontainbleau,29.95493,-90.10798,Entire home/apt,136,2,98,2024-02-17,0.80,1,123,7,"21RSTR-02306, 21OSTR-01039"
2255065,Historic Authentic MidCity 1 - French Quarter,11362234,Isaac,,Tulane - Gravier,29.96295,-90.08169,Entire home/apt,294,1,229,2024-02-18,1.87,10,348,5,"22-CSTR-19618, 22-OSTR-10408"
2255182,Treme Central - Huge Balcony,6753577,Jo,,Treme - Lafitte,29.96589,-90.06681,Entire home/apt,150,30,210,2020-03-16,1.73,2,179,0,"17STR-10050, 17-OSTR-00010"
2272725,"1903 Queen Anne Beauty, Registration 23-XSTR-12136",11573383,Nancy,,St. Claude,29.96439,-90.03744,Entire home/apt,268,3,242,2024-02-21,1.98,1,139,18,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2295965,"Historic Creole Cottage, 1 block to French Quarter",6002761,Beverly,,Treme - Lafitte,29.96617,-90.06433,Entire home/apt,2500,120,271,2020-08-13,2.21,1,179,0,"18STR-18519, 20-OSTR-02074"
2297440,The Purple House by Tulane,11734377,Ryan,,Audubon,29.94982,-90.11606,Entire home/apt,119,1,651,2024-02-25,6.95,1,68,89,"17STR-03988, 19-OSTR-0000"
2315660,Marcelin’s on Napoleon Bed & Breakfast LLC,11800706,Marcelin,,Broadmoor,29.94275,-90.10516,Entire home/apt,285,2,229,2024-02-25,1.91,1,0,28,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2359037,Mid City Magic!,1890423,Catherine,,Mid-City,29.96639,-90.09318,Private room,67,2,242,2024-03-09,1.97,3,278,24,"19STR-19093, 20-OSTR-0264"
2359595,Mid City Rose Room,1890423,Catherine,,Mid-City,29.96639,-90.09318,Private room,68,2,252,2024-02-16,2.06,3,196,24,"19STR-19093, 20-OSTR-0264"
2359631,Mid City Twin Beds!!,1890423,Catherine,,Mid-City,29.96639,-90.09318,Private room,68,2,237,2024-03-10,1.93,3,194,25,"19STR-19093, 20-ostr-0264"
2387100,Like the French Quarter - but better!,12193877,M,,Lower Garden District,29.92983,-90.07568,Entire home/apt,105,30,28,2024-03-02,0.23,2,156,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2392147,Airy Loft Apartment,12219447,Phoebe,,Black Pearl,29.93833,-90.13355,Entire home/apt,165,30,174,2024-02-29,1.43,1,314,4,
2392262,Lower Garden District Charmer,12220132,Jacob,,St. Thomas Dev,29.92405,-90.07428,Entire home/apt,,30,17,2017-07-17,0.16,1,364,0,
2419449,Charles Suite - 2 bed 2.5 bath near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.96699,-90.06852,Entire home/apt,132,30,67,2021-12-13,0.74,5,179,0,
2426273,Private rm in the St. Roch/Marigny,11918292,Colette,,St. Roch,29.97165,-90.05127,Private room,,30,100,2019-03-27,0.97,1,0,0,
2432541,BYWATER- OWNER OCCUPIED PROPERTY- Monthly Rental,4777319,Meg,,Bywater,29.96277,-90.03329,Entire home/apt,100,30,187,2023-11-11,1.56,1,341,12,"19STR-12345, 10-OSTR-1234"
2460216,Single Room with 2 beds and couch,1201547,Steph,,Mid-City,29.97409,-90.10041,Private room,150,30,31,2020-02-26,0.25,1,365,0,19STR-21534
2520676,"Large House Walk to French Qrtr, Faubourg Marigny",7319703,Donald,,Marigny,29.96565,-90.06189,Entire home/apt,178,30,389,2024-02-17,3.20,5,291,2,"20STR-02083, 20-OSTR-02083"
2522166,FAMILY REUNIONS WELCOME! 5BR/5BA,10621726,Lorenzo & Shinda,,Seventh Ward,29.96729,-90.06464,Entire home/apt,621,3,35,2024-03-03,0.29,5,0,14,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2539803,Cozy apartment in the Marigny,13004929,Cheryl,,Marigny,29.96459,-90.05195,Entire home/apt,69,30,355,2024-03-07,2.93,1,150,47,"20-RSTR-31055, 22-OSTR-14846"
2550805,Colorful Shotgun in the Marigny,13059899,Asia,,Marigny,29.96282,-90.05681,Entire home/apt,166,2,394,2024-03-03,3.44,8,0,30,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2637023,Musician-owned charmer near Jazzfest.,10478109,Jeanne,,Bayou St. John,29.97566,-90.08891,Entire home/apt,,30,3,2020-02-23,0.04,2,0,0,
2664790,Fairgrounds Triangle 1 bed/1 bath Private Entrance,13638657,Jonathan And Maria,,Fairgrounds,29.98414,-90.07457,Entire home/apt,,1,320,2020-03-17,2.68,1,0,0,"19STR-12676, 19-OSTR-00000"
2670634,Esplanade Guest Quarters,13670905,Chris,,French Quarter,29.96433,-90.06222,Entire home/apt,179,30,169,2019-12-11,1.40,1,185,0,
2676200,Mid City Classic on Streetcar Line Minutes from FQ,13701548,Khalil,,Mid-City,29.97858,-90.10403,Entire home/apt,577,2,146,2024-02-11,1.21,2,231,4,"17STR-05830, 19-OSTR-0000"
2695902,"""Delille"" Studio - Steps to French Qtr",13582442,Steve & Melissa,,Seventh Ward,29.96793,-90.06357,Entire home/apt,101,60,192,2023-12-18,1.67,1,335,3,
2701477,Oak St Studio with Balcony near Streetcar!,4983998,September,,Leonidas,29.95165,-90.13512,Entire home/apt,97,2,383,2024-02-19,3.94,6,21,47,"19STR-15641, 20-OSTR-1907"
2708004,On Esplanade Avenue-French Quarter,9240904,Steve,,French Quarter,29.96454,-90.06268,Entire home/apt,170,3,459,2024-02-28,3.80,1,251,46,"17str-04094, 20-OSTR-1786"
2716497,JAZZFEST Shotgun,4680678,Joseph,,Bayou St. John,29.97371,-90.08283,Entire home/apt,111,2,222,2024-03-02,1.85,1,133,34,"20-RSTR-32456, 20-OSTR-32454"
2726180,Magazine Street Style,12193877,M,,Lower Garden District,29.93205,-90.07865,Entire home/apt,,30,2,2016-11-01,0.02,2,0,0,
2748663,A place with Character,401501,Yera,,Lower Garden District,29.93369,-90.07723,Private room,86,30,96,2020-01-15,0.80,1,47,0,
2748797,Charming Marigny Triangle Back Home,13902616,Jay And A,,Marigny,29.96579,-90.06158,Entire home/apt,178,2,446,2024-03-04,3.72,2,114,41,"22RSTR-07203, 22-OSTR-09825"
2811767,The Okra Inn Master II: On Canal Streetcar Line,2707644,Lindsay,,Mid-City,29.97414,-90.09828,Private room,,1,138,2021-09-23,1.38,14,0,0,"21-CSTR-08131, 20-OSTR-02677"
2811768,Okra Inn Iberville: On Canal Streetcar Line,2707644,Lindsay,,Mid-City,29.9750919342041,-90.09893798828125,Entire home/apt,476,1,152,2024-01-08,1.29,14,216,12,"21-CSTR-08128, 20-OSTR-02677"
2847390,FABULOUS LOCATION Private bath-living room-parking,14518129,Michael,,Marigny,29.96528,-90.05915,Private room,93,30,496,2023-11-01,4.13,1,178,15,"20STR-29940, 20-OSTR-2993"
2866832,New Orleans one bedroom unit,103427,Jacqueline M,,Lower Garden District,29.934,-90.07919,Entire home/apt,,30,1,2015-01-02,0.01,2,179,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
2888828,Rent my Place: Where Jazz and Gumbo Collide!,486093,Virginia,,Marigny,29.963619232177734,-90.05888366699219,Entire home/apt,234,3,197,2024-01-21,1.65,2,258,20,"22-RSTR-04939, 21-OSTR-03993"
2896586,Cozy Cottage-Near French Quarter,14803413,Deidra,,Algiers Point,29.95032,-90.05228,Entire home/apt,135,3,52,2024-02-14,0.63,2,128,5,"21-CSTR-07075, 22-OSTR-09177"
2902965,"Creole Cottage, Pool, Porch and Lush Garden",4139221,Nicelle,,Fairgrounds,29.97786,-90.08036,Entire home/apt,564,3,50,2024-02-12,0.42,4,220,7,"24STR-11454, 24-OSTR-19733"
2907553,Storyville Madam's Music Parlor,4139221,Nicelle,,Fairgrounds,29.98042,-90.08171,Entire home/apt,107,3,126,2024-02-22,1.13,4,193,10,"23STR-13384, 23-OSTR-13815"
2918872,Large Bywater Bar House,12055406,Graham,,Bywater,29.96609,-90.04785,Entire home/apt,616,2,161,2024-02-26,1.49,2,323,22,"22CSTR-14961, 22OSTR14963"
2926851,Cozy Private Bedroom Near City Park,6522124,Leonardo,,Lakeview,30.00359,-90.10402,Private room,85,2,113,2023-06-16,0.99,1,16,11,"22-RSTR-02464, 22-OSTR-02813"
2939429,Quiet Charm - 1 block from St. Charles,14972186,Amelia,,Central City,29.93036,-90.08883,Entire home/apt,90,30,91,2023-11-01,0.76,1,107,1,
2976398,The Vivien House - Beautiful Historic Home,15181286,Chita,,Marigny,29.967350006103516,-90.05603790283203,Entire home/apt,365,30,41,2022-07-31,0.35,1,13,0,
