id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
963745202842672736,Luxe 2BR w/ Pool+Free Parking! Heart of Downtown!,28711795,Alice & Scott,,Central Business District,29.9467955,-90.0720854,Entire home/apt,275,1,37,2024-03-09,5.78,7,182,37,"23-CSTR-09456, 22-OSTR-18216"
963751032615031542,"Quiet, one bedroom one bath",533298296,Jessica,,Central City,29.934509149314373,-90.08115046328405,Entire home/apt,120,30,1,2024-02-14,1,3,269,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
963768747867658314,"Upstairs, one bedroom apartment",533298296,Jessica,,Central City,29.936777113616603,-90.08264343500825,Entire home/apt,150,30,1,2024-02-14,1,3,269,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
969207560835540322,Zen 2 Upper - chill & relax,151610385,Gary,,West Riverside,29.91901491782268,-90.11126838836059,Entire home/apt,119,30,0,,,7,89,0,
969391201586291830,Chic 4BR Condo in California Building,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,480,1,9,2024-02-25,1.89,74,293,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
963798078171568827,Lola’s Palace,233549899,Bruce,,Whitney,29.9457818,-90.0411266,Entire home/apt,67,30,0,,,1,200,0,"22-RSTR-12869, 22-OSTR-12864"
964353165079677461,Amazing 3BR Condo Just Steps to the French Quarter,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,458,1,16,2024-03-10,2.84,74,0,16,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
969432769293050176,Walk to Bourbon,101652405,Russell,,Treme - Lafitte,29.9652199,-90.07165669999999,Private room,,2,0,,,16,1,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
964411334191118882,Balcony near Quarter/Frenchmen 3,344300832,Ann,,Marigny,29.9638675,-90.05928809999999,Entire home/apt,200,3,8,2024-02-15,1.26,6,137,8,"23-STR-09833, 23-OSTR-09833"
969618627017853126,Luxury Vacation Home*,468337065,Janay,,St. Roch,29.98197,-90.04645,Entire home/apt,236,1,5,2024-01-05,0.96,2,28,5,"23-RSTR-12609, 23-OSTR-11098"
964430836131042701,Luxury Single-family Home in Downtown,533476647,Derek,,Central Business District,29.95769,-90.07753,Entire home/apt,396,2,5,2024-03-03,1.72,1,315,5,"23-cstr-11291, 20ostr-11287"
964520005842406412,Southern Salcedo on the Bayou,167921411,Rochelle,,Bayou St. John,29.97269756426637,-90.08803040506605,Entire home/apt,213,30,8,2024-03-10,1.30,32,320,8,"23-CSTR-00571, 19-OSTR-26238"
964567960962947199,Brand New Modern 3br in Gentilly,112910785,Marigny,,St. Roch,29.98982,-90.05994,Entire home/apt,170,2,18,2024-02-19,2.97,65,324,18,"23-NSTR-14163, 23-OSTR-13710"
964665676977924378,Uptown Garden District Condo,51550879,Shari,,Central City,29.93117864171988,-90.08614041163939,Entire home/apt,90,30,2,2024-03-05,0.98,1,302,2,
965172485114179787,French Quarter Delight: Historic 1323 St. Philip,508600133,New Orleans,,Treme - Lafitte,29.963774436612137,-90.06899989539178,Entire home/apt,71,1,4,2024-02-10,0.77,12,163,4,"21RSTR-82495, 21-OSTR-94821"
965194224668368611,Luxury Quiet Villa - A Mile from the Quarter,130449985,Loris,,Treme - Lafitte,29.9707101,-90.0789655,Entire home/apt,146,2,9,2024-03-03,2.23,1,95,9,"23-rstr-01452, 23-OSTR-90745"
965851413286217202,Home near Bayou St. John! Ideal home for long term,488939236,Divyanka,,Bayou St. John,29.973256441272593,-90.08206159067134,Entire home/apt,186,30,0,,,4,269,0,
965957130367420811,Beautiful CBD Condo with Balcony at The Moderne,276892829,Heirloom,,Central Business District,29.94644557789613,-90.07410413239522,Entire home/apt,1091,1,4,2024-02-25,0.70,55,303,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
974057609170483006,•Bywater Beauty• 3 bd 3 bth & off-street parking,105052713,Andrea,,St. Claude,29.970150079771496,-90.04243003980179,Entire home/apt,249,2,20,2024-03-01,3.24,3,0,20,"20STR-01929, 20-OSTR-01927"
974169873747421267,Vibrant Luxury Downtown Loft,534338342,Gabriel,,Central City,29.94272,-90.09502,Entire home/apt,167,1,1,2024-01-29,0.70,4,266,1,"21-CSTR-15079, 21-OSTR-07594"
974490317037928206,St Roch Hideaway- Cozy 1br in Great Location,112910785,Marigny,,St. Roch,29.97089,-90.05169,Entire home/apt,93,30,0,,,65,178,0,
974637029742421209,Elegant 2 BD Historic St Charles Ave & Street Car,349162641,David,,Central Business District,29.947551318559395,-90.07125435377067,Entire home/apt,335,2,24,2024-03-06,4.21,41,0,24,"23-CSTR-09270, 22-OSTR-08383"
974701260633520419,Maison Gentilly,67723697,Mike,,Dillard,29.99452,-90.06252,Entire home/apt,132,2,11,2024-02-25,2.10,1,334,11,"20RSTR-12345, 23-Ostr-12345"
974702845141512150,Vibrant Blue Luxury Apartment,534338342,Gabriel,,Central City,29.943733538377657,-90.0841312240148,Entire home/apt,211,1,2,2024-01-06,0.32,4,282,2,"21-CSTR-15079, 21-OSTR-07594"
974758793515764091,The NOLA NOLA,187183914,Erinn,,St. Roch,29.982295003020287,-90.04960675623737,Entire home/apt,232,1,11,2024-03-11,2.31,2,327,11,"23-NSTR-14892, 23-OSTR-14892"
974764776628026082,"Casa Capone, Salt Pool & Spa, Marigny/French Qrtr",9122177,Joshua,,Marigny,29.967037151908617,-90.05741520740966,Entire home/apt,537,1,12,2024-02-27,2.13,6,204,12,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
975324454336310836,"Near street car, beautiful 3 bedrooms 2 baths",419510392,Claudio,,Marlyville - Fontainbleau,29.9546425,-90.12125909999999,Entire home/apt,300,30,1,2023-12-23,0.37,1,140,1,
975340101334035737,Nola monthly stays,517392091,Ramon,,Pines Village,30.028429777502943,-90.02549090543496,Private room,,30,0,,,4,0,0,
975733139903115079,Private Condo - Sugar Bowl & New Year -New Orleans,530975283,Preston,,Lower Garden District,29.9338,-90.0792,Entire home/apt,,3,1,2024-01-02,0.42,1,0,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
975983397600874565,Uptown basement apartment.,12638573,Bradley,,Audubon,29.935892498275614,-90.11271133535212,Entire home/apt,125,2,5,2024-02-25,1.11,2,141,5,"21-RSTR-03269, 23-OSTR-01608"
976092138892148342,Home in 7th ward Downtown Unit 2,255609172,Kay,,Seventh Ward,29.97762,-90.06053,Entire home/apt,250,2,11,2024-02-25,2.10,2,0,11,"21-RSTR-18670, 21-OSTR-09677"
976149959497580763,"Sunny, Historic Home | Uptown, near FQ",312046089,Sonny,,West Riverside,29.916290943854428,-90.10155471003584,Entire home/apt,595,1,10,2024-02-25,1.92,14,308,10,"23-CSTR-03568, 22-OSTR-20810"
976309667584696854,Pleasant Peachy Escape,536205388,Matthew Glapion,,Hollygrove,29.9688851,-90.118034,Entire home/apt,182,2,3,2024-03-03,0.67,1,83,3,"23-NSTR-18057, 23-OSTR-16613"
978187052620652665,Chic Centrally Located 2BR,95683904,Brad,,Central Business District,29.94703,-90.07373,Entire home/apt,210,2,20,2024-03-02,3.64,22,58,20,"22-CSTR-09850, 22-OSTR-21587"
978241951571351065,World Famous India House Hostel,536627859,Dani,,Mid-City,29.969,-90.09185,Private room,127,1,7,2023-11-13,1.17,1,75,7,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
978275145474352212,Charming Loft Steps to FQ,95683904,Brad,,Central Business District,29.9508165,-90.071246,Entire home/apt,138,1,21,2024-02-29,3.80,22,0,21,"23-CSTR-11427, 22-OSTR-21587"
978392093914417061,Cheerful Stays - It's Nola Baby,536671082,Tyler And Kristin,,Broadmoor,29.94598,-90.09867,Entire home/apt,128,30,1,2023-12-16,0.34,1,313,1,
978396649670984758,Cozy 1 BR in the heart of NOLA,323664718,Nichole,,Tulane - Gravier,29.96491019999999,-90.080292,Entire home/apt,104,30,3,2024-02-18,2.25,14,249,3,"20RSTR-22091, 22-OSTR-06550"
978420686842259828,Beautiful Garden District Home,536673797,David,,Central City,29.9371251,-90.0752196,Entire home/apt,500,2,17,2024-02-26,3.07,1,31,17,"23-nstr-18447, 23-ostr-18445"
978438473353150646,Club La Pension,95566313,Trae,,Central Business District,29.952,-90.06788,Entire home/apt,150,4,0,,,1,4,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
978524778487545670,Historic Treme Gem: 3BR/2BA Jazz Oasis,56243285,Gabriel And Cicely,,Seventh Ward,29.97141,-90.06395,Entire home/apt,285,1,9,2024-02-28,2.35,2,295,9,"22-CSTR-20825, 22-OSTR-20821"
978822540163172634,French Quarter Oasis: Spacious 4-Bedroom Condo,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,555,1,11,2024-03-08,2.31,74,281,11,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
978951437584839297,NOLA Escape with Bonus Theater!,167921411,Rochelle,,Mid-City,29.96973,-90.10199,Entire home/apt,247,3,8,2024-02-04,1.46,32,301,8,"23-NSTR-13786, 22OSTR-03186"
978955057488426563,Freshly-Renovated Bywater Hideaway,536793834,Raymie,,St. Claude,29.965157912773524,-90.04055106304065,Entire home/apt,104,2,21,2024-03-04,4.01,1,0,21,"23-NSTR-15596, 23-OSTR-16330"
978990988958121094,Treme Cottage near French Quarter,536654843,Ron,,Seventh Ward,29.967140981665032,-90.06302407363894,Entire home/apt,87,30,3,2024-02-13,0.68,1,137,3,
979057001163873704,Bywater - 5 Bedroom House,13203694,Ramsey,,Bywater,29.96264861292919,-90.0430430410146,Entire home/apt,686,2,1,2024-01-02,0.43,1,165,1,"23-CSTR-00970, 23-OSTR-11460"
979068597590623242,Modern meets Historic Luxury French Quarter Home,252670985,Andrew,,French Quarter,29.96131,-90.06409,Entire home/apt,172,60,6,2024-02-08,1.61,3,136,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
979071579697416603,Waterfront Gem,75812089,Katie,,Lake Catherine,30.0698908,-89.8140789,Entire home/apt,114,30,0,,,1,316,0,
979078999932916181,Peaceful & Quiet French Quarter Guesthouse,252670985,Andrew,,French Quarter,29.96335,-90.06265,Entire home/apt,120,60,3,2024-02-25,1.38,3,171,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
979081575606703504,Charming mother-in-law suite,82566170,Travis,,East Carrollton,29.946152335265943,-90.12483942942622,Entire home/apt,,30,0,,,1,3,0,"20STR-10944, 20OSTR-00118"
979095641781015645,"French Quarter Compound, History meets Modern Luxe",252670985,Andrew,,French Quarter,29.961652281545362,-90.06265811972295,Entire home/apt,338,60,0,,,3,205,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
979158349049863323,Cozy Pet Friendly Unit,83329996,Jessie,,West Riverside,29.915261611472303,-90.10915084745847,Entire home/apt,250,30,1,2024-02-25,1,22,322,1,
979158776234562974,"Mid City, Mile to French Quarter, Steps to Dining",83329996,Jessie,,Fairgrounds,29.97688,-90.07782,Entire home/apt,172,2,11,2024-02-11,1.86,22,336,11,"21-CSTR-15503, 22-OSTR-14687"
979217865242962481,Bright and Colorful Petite Suite Close To Magazine,2191564,Rory,,East Riverside,29.919281221172998,-90.09124018615648,Entire home/apt,96,30,3,2024-02-14,1.41,1,130,3,"20RSTR-02789, 18-OSTR-02789"
979931843359691825,Spacious Home | Close to Streetcar | King Beds,84868649,Mark,,Marlyville - Fontainbleau,29.95795,-90.11685,Entire home/apt,121,2,0,,,3,177,0,"22-RSTR-17896, 22-OSTR-17896"
980222291571940608,"Nola-Hidden Gem by
Oak St.",104165729,Loyal,,Leonidas,29.95257,-90.13646,Entire home/apt,145,2,6,2024-02-18,1.48,1,97,6,"20RSTR-23309, 20OSTR-12346"
980336206736862259,Gentilly Apartment for Travelers,11372242,Thiamanti,,Milneburg,30.0164296,-90.0567726,Entire home/apt,,30,0,,,46,0,0,
980392259394930640,Lively 4BR Condo Steps to French Quarter,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,580,1,11,2024-03-04,2.10,74,0,11,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
980476670497607126,VieuxCarre'3BR/2.5B Balcony&Prk,77313214,Jan,,Seventh Ward,29.97299,-90.06288,Entire home/apt,213,1,8,2024-03-03,1.46,1,215,8,"23-NSTR-16046, 23-OSTR-16034"
980511893329335320,Unmatched Charm - One Bedroom Suite at New Orleans,517569526,Selina Catahoula New Orleans,,Central Business District,29.95094208595684,-90.0727300629827,Entire home/apt,164,1,1,2024-01-01,0.42,8,306,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
980664365399360891,Sun Flower Inn,537180041,Emelda,,Florida Area,29.97943,-90.04108,Entire home/apt,58,2,11,2024-02-25,2.48,1,37,11,"20-RSTR-31911, 20-OSTR-31906"
981003477628474392,5 Star Nola Culture Cottage   7 Minutes Downtown,29216195,Hollis,,Dillard,29.99332271000797,-90.0605314595859,Private room,58,1,39,2024-03-08,6.84,1,0,39,"23-NSTR-14333, 22-OSTR-13751"
981082234997357072,Guest Room with 1 King Bed,453365215,New Orleans,,Lower Garden District,29.940679891203732,-90.06440092635681,Entire home/apt,266,1,3,2024-02-29,0.83,2,150,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
981083321235432294,Guest Room with 2 Queen Beds,453365215,New Orleans,,Lower Garden District,29.939429213204136,-90.06610568170613,Entire home/apt,268,1,4,2024-02-25,4,2,118,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
981086464061316882,No Cleaning Fee l Amazing Traditional Room at NOLA,454708287,Westin New Orleans,,French Quarter,29.9506,-90.06371,Entire home/apt,218,1,9,2024-02-25,1.58,2,169,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
981087987403684408,No Cleaning Fee l Amazing Traditional Room at NOLA,454708287,Westin New Orleans,,French Quarter,29.952216088818965,-90.0658522703316,Entire home/apt,228,1,8,2024-02-15,1.76,2,172,8,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
981128099350620644,The Jasmine NOLA,64365837,Mike,,Central Business District,29.95052503020076,-90.07001726232689,Entire home/apt,227,3,15,2024-02-20,2.66,57,331,15,"22-CSTR-09852, 19-OSTR-26283"
981148613637038351,"Hideaway w/ Hot Tub, Downtown Views, 2 Balconies!",35866768,Kaylan,,Mcdonogh,29.943841044368334,-90.05230321848678,Entire home/apt,102,20,10,2024-02-25,2.56,1,209,10,"22RSTR-07710, 22OSTR-08881"
981439583869963122,Sesame,502340907,Io,,Tulane - Gravier,29.96661,-90.08287,Entire home/apt,308,1,3,2023-10-29,0.56,10,76,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
981970843600418540,Brand New Luxury Nola Getaway,447312878,Ktj,,Central City,29.937276626993032,-90.08842910802106,Entire home/apt,80,30,0,,,1,269,0,
982032741620999357,Lakeview Suiteside*No Cleaning Fee*50% MD!,537455240,Tyler,,West End,30.0108305,-90.1165843,Entire home/apt,227,3,1,2024-02-14,1,1,282,1,"22-RSTR-05068, 22-OSTR-05070"
982472751717422143,New Orleans Saints Home Game!,221735433,Janet,,Central City,29.9349207,-90.0802564,Private room,,1,1,2023-12-03,0.30,1,0,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
982638880208559153,Bed in Mixed-Gender Dorm at Mid-City Hostel!,537576087,Site,,Mid-City,29.9669935,-90.1014117,Shared room,30,2,35,2024-02-26,7.24,6,357,35,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
982734177644586969,2 king beds in private townhouse,43393162,Javier,,Lower Garden District,29.94090779999999,-90.0673241,Entire home/apt,275,5,3,2024-03-06,1.22,1,138,3,"22-CSTR-05423, 23-OSTR-10891"
982736854331386118,Hacienda Maison | Private Heated Pool,41177097,Bea & Eli,,Seventh Ward,29.976701238908742,-90.0725416241096,Entire home/apt,890,2,5,2024-02-26,1.50,3,230,5,"22-CSTR-02568, 22-OSTR-20810"
982824693666782363,Location! Modern apartment in the warehouse.,390154856,Jeffrey,,Central City,29.939662675835553,-90.0773408202629,Entire home/apt,175,30,0,,,1,179,0,
982866200823095420,Perfect value ! Pool / 5 beds,16753214,Bradley,,Lower Ninth Ward,29.96942,-90.00703,Entire home/apt,86,30,1,2023-12-11,0.33,7,265,1,
983261183933148134,New Orleans La Pension Resort,46269861,Natalia,,Lower Garden District,29.93284,-90.07115,Private room,,2,0,,,1,345,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
983310856625903293,Mid-City Streetcar Suite (#101),25497676,Adele,,Mid-City,29.9675441,-90.09091,Entire home/apt,120,2,23,2024-02-25,4.06,5,12,23,"22-CSTR-23077, 21-OSTR-02329"
983330970044194223,Mid-City Streetcar Pad (#102),25497676,Adele,,Mid-City,29.9675441,-90.09091,Entire home/apt,100,2,28,2024-03-03,4.94,5,18,28,"22-CSTR-23076, 21-OSTR-02329"
983388311381566287,Mid-City Streetcar Suite (#103),25497676,Adele,,Mid-City,29.9675441,-90.09091,Entire home/apt,110,2,18,2024-03-03,3.16,5,0,18,"22-CSTR-23075, 21-OSTR-02329"
983928742492313288,FQ Elegance: 4BR Lux Retreat in the Heart of NOLA,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,511,1,3,2024-02-24,1.67,74,310,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984032433235143519,Artsy Vibe in New Orleans! Parking Onsite!,495439249,RoomPicks,,Lower Garden District,29.94297,-90.06865,Private room,299,1,0,,,25,219,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984047037249729195,"Marlyville, between Uptown and Fountainbleau.",264179266,David,,Marlyville - Fontainbleau,29.94409,-90.11177,Private room,43,30,1,2024-01-29,0.70,1,76,1,
984048721966220243,A Relaxing Vacation in Crescent City! w/ Parking!,174792040,RoomPicks By Victoria,,Lower Garden District,29.94213,-90.06877,Private room,299,1,0,,,23,219,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984166477025569494,Esplanade Escape,537943969,Jennifer,,Fairgrounds,29.98113291179254,-90.08409308668517,Entire home/apt,100,30,0,,,1,306,0,
984517488838404337,Perfect Location in New Orleans! w/ Parking!,25138314,RoomPicks By Antony,,Lower Garden District,29.941410862915127,-90.06998968346926,Private room,199,1,0,,,8,226,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984524773004799266,"Relax and Unwind Near, Clay Monument!",25138314,RoomPicks By Antony,,Lower Garden District,29.94301,-90.06893,Private room,299,1,0,,,8,223,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984589615489193698,Convenient Suite in Louisiana With Parking!,25138314,RoomPicks By Antony,,Lower Garden District,29.943356049070857,-90.06920445097951,Private room,299,1,0,,,8,230,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984595951546367196,"A Spacious Suite with Balcony, Parking Available!",25138314,RoomPicks By Antony,,Lower Garden District,29.94311,-90.06864,Private room,299,1,0,,,8,196,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984599315876497075,"Unwind in Style! Near Jackson Square, Parking!",25138314,RoomPicks By Antony,,Lower Garden District,29.94344770944055,-90.06916996734883,Private room,299,1,0,,,8,228,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984607285917930919,Enjoy the New Orleans Skyline From Your Balcony!,25138314,RoomPicks By Antony,,Lower Garden District,29.941346375627322,-90.06953749123711,Private room,299,1,0,,,8,74,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984609638861074622,A Warm and Inviting Stay in the Crescent City!,25138314,RoomPicks By Antony,,Lower Garden District,29.9416,-90.07018,Private room,299,1,0,,,8,218,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984612823094838074,"Stay In Style in New Orleans, 2 Units w/ Parking!",25138314,RoomPicks By Antony,,Lower Garden District,29.943032197709766,-90.06879266062049,Private room,416,1,0,,,8,223,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984616907896231513,"3 Charming Units in the City of Jazz, w/ Parking!",5615582,RoomPicks,,Lower Garden District,29.9415298843742,-90.07008550482757,Private room,624,1,0,,,2,221,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984618628731245124,4 Captivating Units in the Heart of New Orleans!,5615582,RoomPicks,,Lower Garden District,29.94364809500605,-90.06949789949489,Private room,831,1,0,,,2,219,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984666149579471505,Gorgeous 4BR Luxury Condo Steps to French Quarter,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,492,1,11,2024-03-11,2.84,74,290,11,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984948812543082091,Meow,46668109,Nola,,Treme - Lafitte,29.966614043477254,-90.06961837354127,Entire home/apt,84,1,15,2024-02-17,2.66,5,115,15,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985078919583616406,Quaint Gentilly Nola property,11372242,Thiamanti,,Gentilly Terrace,30.0088466551178,-90.05055891700577,Entire home/apt,250,30,0,,,46,41,0,"23NSTR-17000, 20-ostr-00000"
985337675737362297,"Huge House/6 Beds, Walking distance to Quarter",370909686,Heather,,Seventh Ward,29.96888,-90.06346,Entire home/apt,363,2,3,2024-02-13,0.70,6,237,3,"23-CSTR-08036, 21-OSTR-18039"
985337720871982628,"5-BDRs,5-Ensuite Bths, 7 Beds, Off-Street Parking",370909686,Heather,,Mid-City,29.96884,-90.10195,Entire home/apt,412,2,12,2024-02-26,2.20,6,261,12,"23-CSTR-04448, 21-OSTR-18039"
985459560533447954,Modern 4BR Condo in the Heart of NOLA,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,581,1,10,2024-02-14,2.21,74,265,10,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985538530402455762,Mardi Gras Marquee Get Away,320741703,Larry,,Central Business District,29.95619431839579,-90.07323217042345,Entire home/apt,450,2,1,2024-02-12,1,1,36,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985565204084695620,Pleasant Stay! Near Louisiana Wildlife Museum,501999278,RoomPicks,,Central Business District,29.951359941962995,-90.07177216779931,Private room,178,1,0,,,27,270,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985565754060561128,Haven of Relaxation! Pet-friendly Property,501999278,RoomPicks,,Central Business District,29.94945949101218,-90.07314722900173,Private room,153,1,3,2024-01-21,0.90,27,59,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985565956133647303,Ideal Mix of Comfort and Value! Pets Allowed,501999278,RoomPicks,,Central Business District,29.950926939624978,-90.07182161072761,Private room,142,1,2,2024-02-26,0.92,27,275,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985567197208160908,Best Place to Unwind! 2 Relaxing Units,501999278,RoomPicks,,Central Business District,29.95022,-90.07156,Private room,262,1,0,,,27,272,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985567683685515620,Pets are Allowed HERE! 2 Comfortable Units,501999278,RoomPicks,,Central Business District,29.95113,-90.07351,Private room,306,1,1,2024-02-04,0.79,27,59,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985572422981203023,Enjoy a Hassle-Free Stay! 3 Relaxing Units,501999278,RoomPicks,,Central Business District,29.9501642278618,-90.0738380590479,Private room,,1,0,,,27,272,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985573588549412295,Home-like Accommodations! 3 Convenient Units,501999278,RoomPicks,,Central Business District,29.95086655909161,-90.07160418278974,Private room,459,1,2,2024-02-24,0.58,27,59,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985575730319182609,Haven of Indulgent Relaxation! 4 Convenient Units,501999278,RoomPicks,,Central Business District,29.949437384864797,-90.07213771870029,Private room,524,1,0,,,27,270,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985576033340009102,Refreshing Getaway Trip! 4 Family-friendly Units,501999278,RoomPicks,,Central Business District,29.95111008832022,-90.07348386153907,Private room,,1,0,,,27,59,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985577144408016293,Great Relaxing Overnight Stay! Pets Allowed,501999278,RoomPicks,,Central Business District,29.949822716999996,-90.07166428837618,Private room,131,1,0,,,27,273,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985577834713012314,Relax and Recharge! Near Louisiana Wildlife Museum,501999278,RoomPicks,,Central Business District,29.94948,-90.0719,Private room,150,1,0,,,27,268,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
985707332702793033,Marigny Moonstone,538296531,Taylor,,Marigny,29.967,-90.06182,Entire home/apt,556,30,9,2024-02-25,1.61,2,145,9,"19STR-15738, 19-OSTR-15738"
985805944938831541,Beaucoup Style in the Marigny,10824454,Danielle,,Bywater,29.96465197605361,-90.05059721892437,Entire home/apt,150,30,0,,,1,168,0,
985899627033089965,"Cozy & Safe — 2BR+balcony, near Marigny/French Qtr",177667254,Kiley,,St.  Anthony,30.01215,-90.06185,Entire home/apt,120,2,15,2024-03-03,3.21,1,272,15,"20RSTR-45678, 33-ostr-78910"
986274662603813683,Private Queen Room in Mid City Hostel,537576087,Site,,Mid-City,29.96703399999999,-90.1012997,Private room,70,2,13,2024-02-26,2.77,6,360,13,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
987045517267378642,Marigny Modern Your Chic NOLA Getaway,64823547,Brenna And Nick,,St. Roch,29.969197525049005,-90.0538705383491,Entire home/apt,83,30,17,2024-02-29,3.07,79,267,17,"19STR-22942, 22-OSTR-14846"
987151527330993160,All That Jazz! 4bd/2ba,41403925,Alyssa,,French Quarter,29.954951050507137,-90.06601717978077,Entire home/apt,379,2,9,2024-02-23,2.35,6,189,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
987785250606597637,Kitty Piller,502340907,Io,,Seventh Ward,29.973499194497325,-90.0705091940689,Entire home/apt,70,1,11,2024-02-23,2.08,10,160,11,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
987787129403271624,Funky NOLA Hideaway Experience Classic New Orleans,64823547,Brenna And Nick,,Leonidas,29.94643,-90.13178,Entire home/apt,130,1,15,2024-02-23,2.98,79,288,15,"20RSTR-12345, 22-OSTR-14846"
987885224948062522,Modern 3BR - Mins away from all things NOLA,197641276,Joshua,,Milan,29.94037,-90.09913,Entire home/apt,231,2,3,2023-11-26,0.55,1,176,3,"23-NSTR-15374, 23-OSTR-15368"
988390802221724333,"Off-Street Parking, Large Groups welcome, Location",538883533,Heather,,Mid-City,29.968753297547487,-90.10152612365653,Entire home/apt,453,2,6,2024-01-01,1.33,7,261,6,"23-CSTR-04448, 21-OSTR-18039"
988438398069745306,"HUGE 5bd/5bth w/Heated Pool, 5 Baths & Parking",538883533,Heather,,Tulane - Gravier,29.95861115023532,-90.08848966989736,Entire home/apt,799,2,4,2024-02-26,0.94,7,212,4,"23-CSTR-06865, 21-OSTR-18039"
988482361595057131,"Explore NOLA: w/King Suite, Parking & Heated Pool",538883533,Heather,,Tulane - Gravier,29.95895530021362,-90.08819038496381,Entire home/apt,831,2,8,2024-01-14,1.76,7,191,8,"23-CSTR-06869, 21-OSTR-18039"
988545911523635261,Desirable Desire St.,371730424,Ronald,,St. Claude,29.97357568833173,-90.0383738883606,Entire home/apt,264,2,1,2024-02-12,1,1,79,1,"23-NSTR-14324, 23-OSTR-14317"
